Estado;Cidade;Serventia;Tipo de Certidao;Forma de Entrega;Valor
Minas Gerais;Ouro Branco;2º Tabelionato de Notas e Protesto de Títulos e Registro Civil das Pessoas Naturais de Ouro Branco;Certidão de Protesto;E-mail;100
Minas Gerais;Ouro Fino;1º Tabelionato de Protesto de Titulos - Ouro Fino;Certidão de Protesto;E-mail;100
Minas Gerais;Ouro Preto;Cartório Paulo Estevam Tenório Cavalcanti - Ouro Preto;Certidão de Protesto;E-mail;100
Minas Gerais;Palma;1º Tabelionato de Protesto de Titulos - Palma;Certidão de Protesto;E-mail;100
Minas Gerais;Pará de Minas;TABELIONATO DE PROTESTOS DE TITULOS PARA DE MINAS;Certidão de Protesto;E-mail;100
Minas Gerais;Paracatu;1º Tabelionato de Protesto de Titulos - Paracatu;Certidão de Protesto;E-mail;100
Minas Gerais;Paraguaçu;Ofício do Tabelionato de Protestos e Títulos;Certidão de Protesto;E-mail;100
Minas Gerais;Paraisopolis;1º Tabelionato de Protesto de Titulos - Paraisopolis;Certidão de Protesto;E-mail;100
Minas Gerais;Paraopeba;Ofício do 1 Tabelionato de Protesto de Títulos de Paraopeba;Certidão de Protesto;E-mail;100
Minas Gerais;Passa Quatro;Tabelionato de Notas e Protesto de Títulos de Passa Quatro;Certidão de Protesto;E-mail;100
Minas Gerais;Passa Tempo;Ofício do 1º Tabelionato de Protesto de Títulos;Certidão de Protesto;E-mail;100
Minas Gerais;Passos;1º Tabelionato de Protesto de Titulos - Passos;Certidão de Protesto;E-mail;100
Minas Gerais;Patos de Minas;Patos de Minas Cartório Registro de Protestos;Certidão de Protesto;E-mail;100
Minas Gerais;Patrocínio;1º Tabelionato de Protesto de Titulos - Patrocinio;Certidão de Protesto;E-mail;100
Minas Gerais;Peçanha;1º Tabelionato de Protesto de Titulos - Pecanha;Certidão de Protesto;E-mail;100
Minas Gerais;Pedra Azul;1º Tabelionato de Protesto de Titulos - Pedra Azul;Certidão de Protesto;E-mail;100
Minas Gerais;Pedralva;1º Tabelionato de Protesto de Titulos - Pedralva;Certidão de Protesto;E-mail;100
Minas Gerais;Pedro Leopoldo;2º Ofício de Notas e Protesto de Pedro Leopoldo;Certidão de Protesto;E-mail;100
